Obs,year,nui,ciiu3,region,forpro,fabval,expval,va,emptot,rempag,vstk
22934,2005,13027,2423,13,1,1696570,0,1269365,79,529659,278860
22935,2005,13028,2423,13,1,924524,36872,1078295,48,417865,83760
22936,2005,13029,3610,13,1,412723,0,315995,26,78534,55404
22937,2005,13030,2913,13,1,20187,0,125718,9,51778,73479
22938,2005,13031,2424,13,1,85339,0,63878,6,12787,832
22939,2005,13035,2899,13,1,454314,0,384371,27,179130,517638
22940,2005,13037,2710,13,1,2085516,0,402094,27,209057,"1,20E+06"
22941,2005,13038,3610,13,1,568017,0,377124,41,115564,2038
22942,2005,13039,1541,13,1,54442,0,28699,10,14903,4075
22943,2005,13040,2221,13,1,626519,0,474857,29,174043,84196
22944,2005,13042,3610,13,1,266725,0,159494,17,75235,192202
22945,2005,13044,2520,13,1,240413,0,133101,17,54431,54918
22946,2005,13045,2813,13,1,56136,0,53295,7,15557,32948
22947,2005,13046,3610,13,1,2559875,2559875,1106419,138,662191,"1,20E+06"
22948,2005,13047,1531,13,2,2936446,199759,1480710,44,324518,"1,40E+06"
22949,2005,13048,2520,13,1,565400,0,274291,42,152171,422771
22950,2005,13049,1541,13,1,131344,0,53766,20,47615,89278
22951,2005,13050,1541,13,1,170484,0,106413,17,42683,152571
22952,2005,13051,2101,13,3,48945112,6672270,26943963,456,4196476,"3,80E+07"
22953,2005,13053,2899,13,1,153481,0,128294,11,72147,5808
22954,2005,13056,1511,13,1,359178,0,101486,66,288860,683997
22955,2005,13057,2101,13,1,2513559,3228,750976,22,189566,535220
22956,2005,13058,1541,13,1,199223,0,89313,33,79597,48861
22957,2005,13060,3694,13,1,393843,119054,302324,31,115305,217052
22958,2005,13062,2892,13,1,102564,0,105169,12,39601,9425
22959,2005,13063,2919,13,1,393989,0,242540,17,75620,88435
22960,2005,13064,3694,13,1,426321,0,409379,67,231603,131972
22961,2005,13065,2919,13,1,276237,0,193007,22,98292,313227
22962,2005,13067,2520,13,1,7648173,0,3211685,227,884375,"7,90E+06"
22963,2005,13068,3610,13,1,110230,0,69638,7,19557,26313
22964,2005,13069,2520,13,1,386717,0,193664,20,42880,72157
22965,2005,13070,2109,13,1,1076928,0,898696,35,330456,606875
22966,2005,13071,1810,13,1,1214861,100378,1313710,92,273726,27471
22967,2005,13072,1541,13,1,160177,0,75928,17,25794,15034
22968,2005,13073,2811,13,1,406859,0,240716,25,83507,17754
22969,2005,13074,2221,13,1,2286074,0,1341923,86,694424,"1,40E+06"
22970,2005,13077,1514,13,1,646456,0,201333,19,63554,164707
22971,2005,13078,2710,13,1,454955,0,174402,12,68729,8374
22972,2005,13079,3430,13,1,104545,0,54974,13,25034,7046
22973,2005,13080,3120,13,1,58510,0,41880,8,12378,39189
22974,2005,13081,1541,13,1,85853,0,44759,12,21556,6048
22975,2005,13084,1541,13,1,57063,0,48874,15,28273,5987
22976,2005,13086,3120,13,1,1510318,28427,1063282,73,364328,"1,10E+06"
22977,2005,13087,1511,13,1,2108317,0,1346187,135,516748,758654
22978,2005,13088,1511,13,1,29398914,0,15493395,318,1544848,"1,00E+07"
22979,2005,13089,2930,13,1,443982,0,243128,28,74235,57664
22980,2005,13090,2021,13,1,1025036,0,884204,69,304499,315900
22981,2005,13091,2610,13,1,396911,0,385576,45,183455,212607
22982,2005,13092,1541,13,1,72556,0,32710,13,30048,14398
22983,2005,13093,2695,13,1,400223,0,39986,23,93657,178733
22984,2005,13094,3120,13,1,1035174,71706,699398,144,381559,859702
22985,2005,13096,2520,13,1,1344695,873182,692037,90,320480,852655
22986,2005,13100,1541,13,1,85382,0,33377,9,21698,8061
22987,2005,13101,1541,13,1,176468,0,234173,41,124286,352826
22988,2005,13105,2691,13,1,22730293,12460120,18651886,480,3045834,"8,30E+06"
22989,2005,13106,2610,13,1,477547,29022,421750,60,303218,40985
22990,2005,13107,2520,13,1,3113995,324598,1278319,75,385555,462741
22991,2005,13108,2691,13,1,1889915,1651934,763822,106,613100,"1,60E+06"
22992,2005,13110,2811,13,1,202453,0,138653,15,47526,14192
22993,2005,13112,1541,13,1,111832,0,48878,17,38029,92217
22994,2005,13113,1541,13,1,109086,0,55033,19,40988,8397
22995,2005,13114,1721,13,1,534835,0,389110,65,228600,645471
22996,2005,13115,2023,13,1,439337,0,53616,17,32069,2691
22997,2005,13117,2710,13,1,31984459,0,6923208,229,1810901,"2,90E+06"
22998,2005,13118,2424,13,1,3430758,0,1196719,82,695453,231381
22999,2005,13119,2519,13,1,1811729,76093,3775127,468,2012673,"2,30E+06"
23000,2005,13120,2519,13,1,2293770,50532,1544643,89,893170,"1,70E+06"
23001,2005,13122,1911,13,1,324505,0,345020,28,175099,174973
23002,2005,13123,2520,13,1,840004,0,396615,43,129733,448657
23003,2005,13124,2899,13,1,215439,0,181471,35,99759,28875
23004,2005,13126,2520,13,1,18092497,0,8590005,107,855209,"9,50E+06"
23005,2005,13130,3420,13,1,4739386,0,1480976,138,725538,256017
23006,2005,13132,2811,13,1,1197131,0,832181,249,599949,397064
23007,2005,13135,2520,13,1,533208,0,426193,20,127872,297007
23008,2005,13136,2429,13,1,3090268,0,1030139,67,490078,"2,20E+06"
23009,2005,13138,2424,13,1,0,0,359096,55,150142,5576
23010,2005,13139,2423,13,1,37030323,4527569,37522078,488,10008807,"2,00E+06"
23011,2005,13140,2924,13,1,704978,0,629745,31,343924,291258
23012,2005,13141,2811,13,2,24663771,0,10098836,443,5395921,"1,00E+06"
23013,2005,13142,3610,13,1,286046,0,182449,23,59993,10784
23014,2005,13143,3420,13,1,2131093,0,989563,86,248962,323609
23015,2005,13144,2710,13,1,1224208,0,516354,38,190165,307198
23016,2005,13145,2102,13,1,21691564,101405,9831700,525,4189718,"1,50E+07"
23017,2005,13147,1541,13,1,880869,0,407798,66,208399,372605
23018,2005,13148,1722,13,1,608146,0,221837,24,60852,182555
23019,2005,13150,2520,13,1,2400448,0,923409,101,543186,629941
23020,2005,13152,2899,13,1,1589985,1002,1268512,99,617604,"1,20E+06"
23021,2005,13153,1810,13,1,659600,496285,427187,69,382250,271249
23022,2005,13156,2692,13,2,9051139,0,3414296,111,945899,"5,40E+06"
23023,2005,13157,2692,13,1,1564028,54214,998314,31,290474,252332
23024,2005,13158,2710,13,1,26840454,0,19678692,97,930980,0
23025,2005,13159,2520,13,1,648245,0,276859,26,79425,102603
23026,2005,13160,2813,13,1,3389775,0,4131842,21,94591,820969
23027,2005,13162,1729,13,1,0,0,244100,23,127427,172633
23028,2005,13163,2811,13,1,0,0,835372,77,408297,917014
23029,2005,13164,2520,13,1,2181914,170390,1858382,78,866201,"1,40E+06"
23030,2005,13166,1513,13,1,8575221,767772,4287913,254,1400436,"4,20E+06"
23031,2005,13167,2520,13,1,563247,0,248983,9,33609,7933
23032,2005,13168,2429,13,1,11231651,0,3679043,167,1456072,"1,70E+06"
23033,2005,13169,1513,13,2,4100630,0,2109557,143,1213805,"1,90E+06"
23034,2005,13171,2915,13,1,146210,0,95656,32,99101,29846
23035,2005,13172,2429,13,1,4190860,48544,1923540,67,557816,"1,60E+06"
23036,2005,13173,2811,13,1,10177000,160687,12532335,1125,4211375,"5,70E+06"
23037,2005,13177,1920,13,1,694100,0,248020,25,86536,77048
23038,2005,13178,2693,13,1,28477923,0,12398191,559,5792855,"2,60E+07"
23039,2005,13179,1554,13,2,17348485,19740,14000547,328,3433594,"2,10E+07"
23040,2005,13180,2520,13,1,17886012,1819118,8575637,380,3056435,"1,30E+07"
23041,2005,13181,2710,13,1,0,0,1747806,86,850981,"2,90E+06"
23042,2005,13182,2429,13,2,1246525,10915,690752,29,383644,889214
23043,2005,13184,3610,13,1,566087,0,438002,28,126075,733507
23044,2005,13186,1911,13,1,1248063,788032,318789,42,263838,606279
23045,2005,13187,2520,13,1,2876530,0,1124051,74,338876,"1,10E+06"
23046,2005,13188,2924,13,1,5030553,3302000,3182155,136,1753508,"1,70E+06"
23047,2005,13189,2919,13,1,3756763,588144,4418871,30,276248,28586
23048,2005,13190,2691,13,1,15458,0,157639,21,89472,375723
23049,2005,13191,2520,13,1,648668,0,296044,40,147286,348352
23050,2005,13193,2912,13,1,808420,0,835097,97,383091,889025
23051,2005,13194,2710,13,1,383881,0,268250,26,103269,29471
23052,2005,13195,2520,13,1,2123737,0,1406863,64,403467,664766
23053,2005,13196,2429,13,1,0,0,1126070,118,1349035,"1,30E+07"
23054,2005,13200,2022,13,1,2328042,0,1875403,145,838483,328894
23055,2005,13203,2429,13,1,201382,0,115832,14,67205,61333
23056,2005,13205,2520,13,1,27698835,3647218,8314975,284,1450630,"1,10E+07"
23057,2005,13206,1711,13,1,596569,0,718646,21,124850,739508
23058,2005,13207,3430,13,1,1289437,101690,633137,32,177927,"3,60E+06"
23059,2005,13208,2610,13,3,2476079,1888275,1482482,167,756186,"1,80E+06"
23060,2005,13209,2811,13,1,406620,0,98065,27,135729,538106
23061,2005,13210,2429,13,1,1086361,0,452330,34,167338,66636
23062,2005,13211,2423,13,1,1971287,209981,1063754,122,475060,"1,70E+06"
23063,2005,13212,3120,13,1,5100948,433492,2587761,158,935989,"1,50E+06"
23064,2005,13213,2520,13,1,1024540,0,571339,117,421894,319388
23065,2005,13215,2812,13,1,2316448,0,1396524,82,405727,"1,10E+06"
23066,2005,13216,2811,13,1,480262,0,227627,35,127332,111732
23067,2005,13217,2811,13,1,2203155,0,1136754,49,478719,276262
23068,2005,13219,1729,13,1,0,0,268121,45,191506,"1,20E+06"
23069,2005,13220,2520,13,1,893088,0,640481,30,192058,944317
23070,2005,13221,2429,13,1,13422283,10356421,361318,58,572641,"2,80E+06"
23071,2005,13222,1541,13,3,1487659,0,988022,75,291019,584156
23072,2005,13224,2102,13,2,674772,0,289254,18,45516,86231
23073,2005,13225,2101,13,1,157470,35600,161687,13,52619,100224
23074,2005,13227,2695,13,1,1655362,0,811162,52,249110,601667
23075,2005,13230,2422,13,1,1739180,0,565194,69,280634,305682
23076,2005,13231,1513,13,2,1751530,1697075,98509,29,441852,"1,50E+06"
23077,2005,13232,2413,13,1,1941100,112958,432151,20,167008,47718
23078,2005,13234,3190,13,1,443567,0,225377,23,108344,36917
23079,2005,13235,2811,13,1,15238927,1226322,8631997,292,1678420,"1,30E+06"
23080,2005,13237,2520,13,3,11743355,3511896,5002507,224,868574,"6,10E+06"
23081,2005,13239,2022,13,2,6512169,176014,2573839,164,878096,"1,20E+06"
23082,2005,13240,1541,13,1,287619,0,150956,24,80285,321226
23083,2005,13241,1541,13,1,299547,0,155482,26,93380,71516
23084,2005,13242,1541,13,1,134645,0,87562,23,51813,52117
23085,2005,13243,2520,13,1,1298221,0,509738,47,334256,"4,60E+06"
23086,2005,13244,1541,13,1,234171,0,149565,21,87381,202890
23087,2005,13245,2692,13,1,448208,0,341570,58,268317,222064
23088,2005,13246,2429,13,1,1619131,0,609293,51,218665,152604
23089,2005,13247,3610,13,1,2220038,2025945,540097,155,812500,"1,30E+06"
23090,2005,13249,2811,13,1,537434,0,2759783,195,1410338,754473
23091,2005,13250,2520,13,1,1472558,0,1938767,36,368773,517869
23092,2005,13251,2924,13,1,5817920,152826,2560553,152,999057,"1,10E+06"
23093,2005,13253,2010,13,1,2086405,183143,1108843,82,300806,288331
23094,2005,13254,2695,13,1,643177,0,425731,36,153775,846491
23095,2005,13255,1541,13,1,53218,0,42303,13,39196,25915
23096,2005,13258,2694,13,1,60837695,0,25742828,185,2274972,"2,60E+07"
23097,2005,13261,2102,13,1,6533081,136786,5797669,174,1291076,"2,00E+07"
23098,2005,13266,3699,13,1,2138819,26665,1302161,75,306381,244893
23099,2005,13267,1531,13,1,8507078,0,1940359,53,412856,"2,30E+06"
23100,2005,13268,1541,13,1,360351,0,294023,30,118726,86444
23101,2005,13270,1541,13,1,408616,0,260903,14,31044,45583
23102,2005,13271,1541,13,1,135521,0,104013,14,38710,32010
23103,2005,13273,1541,13,1,145044,0,103813,14,44489,9702
23104,2005,13274,1541,13,1,115187,0,97908,20,40135,23294
23105,2005,13275,1513,13,1,17915612,15527881,6861787,368,1544102,"1,50E+06"
23106,2005,13276,2924,13,2,9479819,2090588,4440751,213,1480986,"4,00E+06"
23107,2005,13277,2520,13,1,974371,0,802826,71,278510,239820
23108,2005,13278,2811,13,1,1939636,0,905414,50,286506,521516
23109,2005,13279,2912,13,1,216388,0,194099,27,61465,69228
23110,2005,13280,2520,13,1,1306629,445479,766463,49,410353,152678
23111,2005,13282,2924,13,1,2965846,0,2397773,138,976391,871560
23112,2005,13283,2695,13,1,3844993,0,1890143,225,632829,718771
23113,2005,13284,1520,13,1,11663751,1576572,5586987,137,1802480,"1,50E+06"
23114,2005,13286,3693,13,1,348343,0,344873,22,112411,310724
23115,2005,13287,2429,13,1,3981524,547544,2827582,78,442888,"1,30E+06"
23116,2005,13290,2010,13,1,154950,0,202195,21,71552,106834
23117,2005,13291,1511,13,1,6413147,0,2227879,103,345318,"1,50E+06"
23118,2005,13292,2899,13,1,1167151,0,730721,54,538594,160406
23119,2005,13293,2520,13,1,4869463,2050526,2029474,211,960929,"2,00E+06"
23120,2005,13297,2811,13,1,688724,0,292358,30,158796,86592
23121,2005,13298,2520,13,3,40936226,0,23032151,337,2020680,"9,50E+06"
23122,2005,13300,1541,13,1,123404,0,50284,12,29338,34625
23123,2005,13301,2520,13,1,301673,0,298623,30,144075,386030
23124,2005,13302,3530,13,4,12373424,12373424,10395732,1490,8423966,"9,50E+06"
23125,2005,13303,2710,13,1,838380,0,556493,11,89586,11353
23126,2005,13304,1543,13,1,453496,0,286747,19,99446,32758
23127,2005,13305,2811,13,1,6481665,0,2009688,229,685479,"1,20E+06"
23128,2005,13306,2221,13,1,615497,0,152393,38,112104,98863
23129,2005,13307,2811,13,1,326153,0,141189,14,38038,9877
23130,2005,13308,2610,13,1,2156833,5118,1131284,145,808919,679313
23131,2005,13309,2923,13,1,872099,0,537212,27,173862,205362
23132,2005,13310,2102,13,1,399478,0,309234,21,157572,66808
23133,2005,13312,1514,13,1,0,0,494593,81,741031,"2,40E+06"
23134,2005,13313,2925,13,1,2958945,0,1076937,50,282809,342380
23135,2005,13315,3410,13,1,4635740,0,1855841,97,699698,189806
23136,2005,13316,1711,13,1,696968,0,789512,43,173689,538766
23137,2005,13320,2423,13,1,3830387,0,1987326,205,405718,144679
23138,2005,13321,2424,13,1,668077,0,598870,66,283710,681231
23139,2005,13322,2010,13,1,1470562,0,552917,53,187162,90636
23140,2005,13323,2812,13,1,567763,0,352595,42,127007,630291
23141,2005,13325,2925,13,1,402032,0,329950,20,138721,273492
23142,2005,13326,1920,13,1,292861,2099,188305,30,77693,1380
23143,2005,13327,2929,13,1,276833,0,192043,16,70103,96431
23144,2005,13328,2102,13,1,3009654,352693,1507465,82,425897,574951
23145,2005,13330,3610,13,1,3588234,127229,1803872,148,569003,"1,30E+06"
23146,2005,13332,1531,13,1,7611126,0,1771873,72,386349,864192
23147,2005,13335,2520,13,1,11635811,1136776,2266265,266,1513914,"3,20E+06"
23148,2005,13336,2022,13,1,1469459,0,710429,27,206054,5400
23149,2005,13337,2511,13,1,109613,0,67294,9,26905,100666
23150,2005,13339,1513,13,1,107469,0,71842,7,36241,157603
23151,2005,13340,2422,13,1,1502473,0,446537,32,235201,149725
23152,2005,13341,3130,13,1,1173479,24041,553580,73,207700,565549
23153,2005,13343,2211,13,1,100519,0,80023,20,40911,9319
23154,2005,13345,2695,13,1,1933534,0,1790779,73,491720,385895
23155,2005,13347,1541,13,1,515147,0,260742,34,71390,65416
23156,2005,13348,1729,13,1,170022,0,100324,14,46527,84982
23157,2005,13349,1541,13,1,92400,0,63637,15,45143,16886
23158,2005,13351,1711,13,1,1767538,0,1269233,84,419461,"1,80E+06"
23159,2005,13352,1541,13,1,66854,0,50223,13,28890,7227
23160,2005,13354,1513,13,1,346794,236556,8858,10,16559,138416
23161,2005,13355,1513,13,1,1922397,1675080,1306912,69,416160,706419
23162,2005,13356,1513,13,1,5093269,2324263,1048892,41,145817,"1,00E+06"
23163,2005,13357,3610,13,1,1977554,1688464,1023662,221,738246,"2,80E+06"
23164,2005,13358,1552,13,1,140548,0,155658,9,16715,55958
23165,2005,13359,1541,13,1,87182,0,60296,14,35297,17496
23166,2005,13361,3610,13,1,39111,0,54625,16,25533,6282
23167,2005,13363,1531,13,1,3507410,0,220019,33,172744,507588
23168,2005,13364,1531,13,1,5346461,0,1287193,41,378045,"1,70E+06"
23169,2005,13365,1541,13,1,143741,0,93066,22,64525,75875
23170,2005,13366,1541,13,1,124411,0,64693,10,35160,54830
23171,2005,13367,1541,13,1,170493,0,121181,21,73244,911
23172,2005,13369,1541,13,1,245200,0,106861,15,55481,64339
23173,2005,13370,1552,13,1,0,0,11723811,111,360376,"1,50E+07"
23174,2005,13371,1513,13,1,1097262,538110,817743,59,165827,109681
23175,2005,13372,1810,13,1,392074,0,541764,47,230159,317207
23176,2005,13374,1541,13,1,115465,0,66716,11,35092,96148
23177,2005,13375,1511,13,1,5965165,16313,4323960,73,413825,"1,80E+07"
23178,2005,13378,1533,13,1,7997247,0,2548395,118,635479,"1,10E+06"
23179,2005,13379,1513,13,3,1762267,1547571,1518277,85,356012,"1,00E+06"
23180,2005,13382,1531,13,1,3208543,0,1327850,33,134226,"2,10E+06"
23181,2005,13383,1531,13,1,3560949,0,748139,36,152049,"1,60E+06"
23182,2005,13384,1541,13,1,134994,0,67597,16,51754,21474
23183,2005,13385,2010,13,1,52023,0,11878,9,12569,0
23184,2005,13386,1541,13,1,82529,0,79330,24,38827,399591
23185,2005,13387,1541,13,1,141406,0,112624,24,58013,23962
23186,2005,13388,2694,13,1,8142500,0,3397316,117,831545,"3,00E+06"
23187,2005,13389,1541,13,1,95410,0,72566,37,22114,450796
23188,2005,13391,1541,13,1,110871,0,66988,17,30774,5932
23189,2005,13394,2520,13,1,975595,0,813346,76,334687,"1,10E+06"
23190,2005,13395,1531,13,1,3579298,2954061,1185034,46,307320,"1,20E+06"
23191,2005,13396,1531,13,1,11445805,4821622,11348924,102,744006,"1,10E+07"
23192,2005,13397,2929,13,1,32830,1042,26536,10,13641,97621
23193,2005,13398,1541,13,1,116310,0,78903,17,33761,24114
23194,2005,13399,1541,13,1,63830,0,24305,10,16909,5947
23195,2005,13400,1511,13,1,12726059,0,4215865,249,1174368,"1,10E+06"
23196,2005,13401,1552,13,1,19568095,13432507,12864382,389,1996425,"1,10E+07"
23197,2005,13402,1541,13,1,73895,0,29643,14,30506,1480
23198,2005,13403,1533,13,1,15308710,42746,6118417,405,2702988,"9,20E+06"
23199,2005,13404,2101,13,1,5820701,0,1771794,116,759710,"2,40E+06"
23200,2005,13405,2520,13,1,36897944,2012478,20218668,856,2446042,"2,40E+07"
23201,2005,13406,2610,13,3,77281563,305156,59115522,919,6421710,"5,90E+07"
23202,2005,13407,2421,13,2,3417451,2956870,1837833,55,452925,"1,90E+06"
23203,2005,13408,2811,13,1,480786,0,235303,25,138533,63295
23204,2005,13409,1541,13,1,329365,0,280855,94,55100,22943
23205,2005,13411,1513,13,1,343628,0,119392,43,119077,603416
23206,2005,13413,1541,13,1,71483,0,60108,11,34206,6895
23207,2005,13414,3430,13,1,0,0,16527,10,16953,9653
23208,2005,13416,1533,13,1,0,0,-86672,8,117003,280722
23209,2005,13417,1552,13,1,9697220,8768010,3862504,118,871028,"9,00E+06"
23210,2005,13418,1552,13,1,5384752,2840722,2729920,85,467844,"1,30E+06"
23211,2005,13419,1533,13,1,0,0,-1496172,29,165822,712218
23212,2005,13420,1511,13,1,0,0,6202976,983,4869905,"1,40E+07"
23213,2005,13421,1541,13,1,396000,0,127100,34,64051,97493
23214,2005,13422,1541,13,1,113008,0,41273,17,45574,0
23215,2005,13423,1541,13,1,151136,0,91231,17,49761,7384
23216,2005,13428,1511,13,1,112250363,26999586,57530455,74,532426,"5,10E+06"
23217,2005,13430,1551,4,1,340258,0,25518,17,66557,72363
23218,2005,13433,1512,5,2,16442084,15843934,8554512,314,1721640,"3,80E+06"
23219,2005,13435,1541,5,1,170624,0,119574,27,68850,43423
23220,2005,13436,1911,13,1,382593,0,207670,27,93923,32191
23221,2005,13438,1541,13,1,67589,0,72220,11,33092,79360
23222,2005,13439,1541,13,1,59864,0,123769,14,31050,119041
23223,2005,13445,2219,13,4,6431461,465222,2400785,216,1514970,"2,00E+07"
23224,2005,13446,3691,13,4,4287640,310148,-1577038,141,1009985,"1,30E+07"
23225,2005,13448,2101,7,1,86500680,85635673,54429459,368,3678398,"3,20E+07"
23226,2005,13449,2101,8,1,197664003,187958250,114739813,540,6603560,"1,60E+08"
23227,2005,13451,2029,13,1,31432,0,7794,3,7198,0
23228,2005,13452,1920,13,4,87734,0,46839,7,12865,0
23229,2005,13453,2211,13,1,48171,0,32911,10,16371,29000
23230,2005,13454,1554,12,1,6842087,6842087,3041571,115,675066,"5,00E+06"
23231,2005,13456,2695,13,1,19730563,1017283,16102208,66,423366,"7,80E+06"
23232,2005,13457,2699,13,1,2689362,123669,2744238,38,82643,"8,80E+06"
23233,2005,13458,2694,13,1,6646118,161735,5498080,34,230698,"5,30E+06"
23234,2005,13459,1532,5,1,940719,0,583847,59,90058,201052
23235,2005,13460,2424,5,1,11758997,1872160,7473180,186,1811661,"3,60E+06"
23236,2005,13462,1531,8,1,0,0,370918,20,108033,"1,60E+06"
23237,2005,13463,1533,9,1,2333405,0,690508,21,128002,709015
23238,2005,13465,1531,13,1,31333572,126628,10870450,366,3516831,"1,10E+07"
23239,2005,13466,1531,13,1,8735223,0,2626663,43,261490,"1,10E+06"
23240,2005,13468,1531,10,1,2227546,0,1168888,39,257725,775410
23241,2005,13469,1531,10,1,483082,0,-6636,12,71710,190304
23242,2005,13471,1549,5,3,111357039,10417460,148499377,418,4752302,"5,00E+07"
23243,2005,13472,1549,6,3,3325557,3325557,-4241883,185,1131122,"8,80E+06"
23244,2005,13474,1512,8,1,71969690,71969690,15565121,1244,3974296,"6,30E+06"
23245,2005,13475,1512,3,1,4895292,4808595,2478269,571,1541969,"8,10E+06"
23246,2005,13476,1512,8,1,21525000,8208200,7869180,849,2601505,"4,30E+07"
23247,2005,13478,1512,1,1,22342706,21629303,-5324747,862,3638748,"1,60E+07"
23248,2005,13482,2924,3,4,0,0,236287,6,127636,8261
23249,2005,13497,2924,2,4,0,0,38367457,756,20910973,"1,20E+07"
23250,2005,13506,3610,13,1,10089506,0,4430453,491,2055014,"9,50E+06"
23251,2005,13507,3610,8,1,4747553,2355045,2286235,332,1045793,0
23252,2005,13509,2101,10,1,25400266,16758080,17916943,227,1442203,"7,90E+06"
23253,2005,13512,2899,13,1,6661518,4293040,1146739,243,1823813,"2,20E+06"
23254,2005,13513,2520,5,1,24303117,6163588,10082815,586,2463521,"1,80E+07"
23255,2005,13515,1520,10,3,26150255,0,-281604,272,1445639,"1,20E+07"
23256,2005,13516,1520,10,3,20272400,0,13840453,227,931210,"7,40E+06"
23257,2005,13518,3150,13,3,3328359,431165,3928918,246,2136250,"5,90E+06"
23258,2005,13519,2610,13,3,954062,73641,736596,48,216087,577199
23259,2005,13520,2102,13,1,38577123,0,10427953,449,2709803,"2,10E+07"
23260,2005,13532,2412,2,1,32706630,0,72856179,225,2692052,"7,20E+07"
23261,2005,13533,2429,2,1,3887779,0,7753626,227,2276283,"1,20E+06"
23262,2005,13534,2429,2,1,11732762,0,7352193,96,1213234,"1,10E+06"
23263,2005,13535,2429,4,1,6089660,0,4697009,31,351588,598773
23264,2005,13537,3592,1,1,474265,0,330879,27,147697,398006
23265,2005,13538,3592,13,1,2001188,0,805115,59,286973,242350
23266,2005,13540,1544,13,3,76494726,6520054,32770434,5020,14052968,"2,30E+07"
23267,2005,13541,1541,13,1,260465,0,208854,24,78544,84959
23268,2005,13543,2511,13,2,70649733,59099822,28133969,936,10639288,"3,00E+07"
23269,2005,13544,2519,13,2,6237495,985023,2579356,87,979069,"1,60E+06"
23270,2005,13546,2695,2,1,636894,0,470726,52,83459,21479
23271,2005,13547,2695,9,1,680121,0,381417,15,41727,14872
23272,2005,13548,2695,10,1,442783,0,258461,24,66106,10638
23273,2005,13549,2695,13,1,2684846,0,1954358,77,228545,24949
23274,2005,13553,2899,13,3,14635110,0,7707210,108,699205,"1,80E+06"
23275,2005,13555,3699,5,1,1736370,20316,2047448,100,509618,396253
23276,2005,13557,1730,13,1,318000,0,-240365,9,52075,328215
23277,2005,13558,1810,13,1,10151898,9234793,3304030,485,1909364,"2,20E+06"
23278,2005,13559,1711,13,1,6775000,2585000,4129858,564,2524347,"4,40E+06"
23279,2005,13560,2811,13,1,680337,1912,582379,60,305156,431013
23280,2005,13561,1541,13,1,573668,0,277775,26,141725,559651
23281,2005,13565,2424,13,2,169434293,9714634,139610036,927,26941083,"1,90E+07"
23282,2005,13567,1541,13,1,337946,0,153928,34,81746,0
23283,2005,13568,1541,13,1,309747,0,116401,28,47528,0
23284,2005,13573,1544,13,1,26564028,1192195,21976379,208,2043227,"1,30E+07"
23285,2005,13574,1531,13,1,1578334,0,527030,19,180596,"3,60E+06"
23286,2005,13576,2021,8,3,3948892,0,6057859,114,753086,"1,10E+06"
23287,2005,13577,2021,10,3,1938483,0,4552272,288,1524398,"8,10E+06"
23288,2005,13578,2021,8,3,6984645,0,5053906,356,2625920,"2,50E+06"
23289,2005,13580,1711,8,2,20939325,16450456,8302054,540,3645657,"2,10E+07"
23290,2005,13582,1549,6,2,37576716,2321352,30057870,280,2003242,"2,60E+06"
23291,2005,13583,1549,6,2,72888556,10614608,47085539,495,3099816,"8,00E+06"
23292,2005,13584,1520,8,2,34313107,22532459,10730218,241,1542008,"5,40E+06"
23293,2005,13585,1520,10,2,19438527,2343241,7312312,211,1192438,"1,00E+06"
23294,2005,13586,1520,10,2,27051725,1162900,16413092,178,1147338,"1,50E+06"
23295,2005,13587,1541,13,2,65101417,752684,48714139,923,5624518,"9,80E+06"
23296,2005,13589,1541,13,1,474272,0,235761,56,154619,447587
23297,2005,13590,1541,13,1,742619,0,548057,87,277822,573553
23298,2005,13591,1541,13,1,670055,0,402376,96,255819,597398
23299,2005,13592,1541,13,1,217206,0,72575,15,48476,251017
23300,2005,13594,1541,13,1,296029,0,176944,34,58752,9648
23301,2005,13595,1541,13,1,143328,0,76625,12,24877,0
23302,2005,13600,1541,13,1,1303900,0,827533,45,311665,65222
23303,2005,13601,1541,13,1,225369,0,70648,22,75068,12676
23304,2005,13602,1541,13,1,220065,0,155448,16,75015,14711
23305,2005,13603,1541,13,1,260495,0,168589,20,74626,20888
23306,2005,13609,1549,8,1,1701118,1701118,744919,68,175562,67299
23307,2005,13611,1549,9,1,897386,897386,356473,25,47204,28873
23308,2005,13612,1549,8,1,1329903,1329903,570925,39,59762,529117
23309,2005,13614,2930,13,1,7248814,2441816,10496618,152,858818,"6,10E+06"
23310,2005,13615,3110,13,1,626187,144494,-67109,57,252722,"3,00E+06"
23311,2005,13621,1511,5,1,55229181,18660,42111773,750,3352677,"2,40E+07"
23312,2005,13622,1533,5,1,0,0,10113456,33,205937,32203
23313,2005,13624,1520,8,1,16820468,0,9191537,96,619549,"4,50E+06"
23314,2005,13625,1520,9,1,11811453,3091212,323338,128,620351,"4,50E+06"
23315,2005,13627,1531,7,1,2898962,0,1855391,88,406181,"3,60E+06"
23316,2005,13628,1531,7,1,2383413,0,-740674,78,363022,697250
23317,2005,13631,1552,7,3,19180299,14385224,13239171,31,528294,"1,00E+06"
23318,2005,13634,2610,13,1,2311860,564602,1267391,132,1855459,"4,10E+06"
23319,2005,13635,2610,8,1,25033825,7960337,14908149,163,1655336,"2,30E+07"
23320,2005,13637,1513,13,1,44024617,2079914,33297515,370,2299768,"1,40E+07"
23321,2005,13638,1514,13,1,60957162,2879882,22632409,1126,9490022,"1,50E+07"
