Obs,year,nui,ciiu3,region,forpro,fabval,expval,va,emptot,rempag,vstk
9337,2002,15577,1549,1,3,1165090,51888,985134,42,214742,651602
9338,2002,15579,2413,8,2,14485434,33940,4556181,38,584946,"9,80E+06"
9339,2002,15580,2520,10,2,5761213,0,2013342,143,882490,"2,80E+06"
9340,2002,15582,1531,13,1,8850399,0,632998,26,181813,1671
9341,2002,15583,2212,13,1,12490078,210432,1206581,211,1424519,"8,20E+06"
9342,2002,15585,2010,8,1,17767,0,1434,7,46295,259105
9343,2002,15586,2520,13,1,5244098,413000,3505774,106,800081,"6,70E+06"
9344,2002,15587,1552,5,3,5856085,2808835,4626606,63,538598,"7,90E+06"
9345,2002,15588,1532,5,2,12505257,101756,11592386,166,1803676,"1,00E+07"
9346,2002,15589,3599,6,4,8133814,0,1505171,194,1078317,0
9347,2002,15590,1513,6,1,12421000,5300000,1748319,542,1198214,"5,80E+06"
9348,2002,15595,1520,5,1,1000050,0,301639,74,170750,235501
9349,2002,15598,1541,13,1,64527,0,147957,13,35476,0
9350,2002,15599,1541,5,1,26658,0,64025,9,23032,0
9351,2002,15600,1541,6,1,7100,0,6743,4,7469,0
9352,2002,15601,1541,13,1,115407,0,53202,13,31639,4656
9353,2002,15602,1549,8,3,2098847,0,1468106,51,246772,280778
9354,2002,15603,1549,13,3,4872558,86735,3609814,155,768329,"1,00E+06"
9355,2002,15604,1549,5,3,2407573,5468,1279577,51,226490,"1,40E+06"
9356,2002,15612,2921,4,1,0,0,250762,32,94348,227705
9357,2002,15646,1513,9,1,0,0,127482,13,22908,35984
9358,2002,15658,2710,2,1,529865,9263,3059607,181,1030917,355682
9359,2002,15717,2520,7,1,460429,0,121064,18,50965,90502
9360,2002,15751,2422,5,1,15712863,102047,6505734,335,2102936,"3,10E+06"
9361,2002,15917,3312,13,2,3329562,1009933,2311832,78,507298,496411
9362,2002,15963,1810,13,1,34984,0,22314,8,13410,5200
9363,2002,15965,2022,13,1,32204,0,14716,12,33687,11467
9364,2002,15975,1810,10,1,163075,0,133892,25,62005,35811
9365,2002,15995,2519,2,1,0,0,301201,9,22260,92314
9366,2002,16000,2102,8,1,813486,0,328402,45,152560,149828
9367,2002,16058,2812,7,1,173740,0,16586,12,25186,27154
9368,2002,16079,2921,6,1,0,0,39700249,683,10355817,"1,70E+07"
9369,2002,16082,1541,6,1,71410,0,37248,11,18715,36578
9370,2002,16083,1511,8,1,41313,0,12529,7,8620,3799
9371,2002,16090,1512,3,1,3869963,3760870,1488270,147,449932,310692
9372,2002,16092,1541,8,1,88791,0,49822,6,18315,17010
9373,2002,16093,1541,8,1,177581,0,99084,11,36630,34020
9374,2002,16096,1723,13,1,0,0,46136,11,35654,14815
9375,2002,16097,2010,8,1,90442,0,41170,22,22602,24028
9376,2002,16100,1512,10,1,0,0,-107999,15,67953,112691
9377,2002,16101,1512,13,1,1688988,1598821,540524,21,65324,98079
9378,2002,16103,2520,8,1,134177,0,34095,8,16887,0
9379,2002,16104,2029,8,1,0,0,740013,130,294449,63200
9380,2002,16105,1541,8,1,85789,0,23537,15,18766,0
9381,2002,16106,1541,7,1,79038,0,56008,10,29393,11705
9382,2002,16109,1531,9,1,4102185,3069173,1711746,29,64396,"3,20E+06"
9383,2002,16114,2921,4,1,0,0,400601,18,78694,169352
9384,2002,16115,1541,13,1,199965,0,247482,46,155342,73009
9385,2002,16116,2925,3,1,0,0,275918,38,171176,85496
9386,2002,16118,2211,13,1,744170,0,580446,44,147080,64374
9387,2002,16119,1541,13,1,488268,0,361375,38,98110,365120
9388,2002,16123,3511,2,1,45129,0,263222,14,81430,72020
9389,2002,16124,2899,13,1,345714,0,315782,24,153273,114200
9390,2002,16125,2010,7,1,195010,0,102416,33,62522,121369
9391,2002,16126,1541,9,1,396559,0,128441,33,61266,24170
9392,2002,16128,2710,13,1,377089,0,104789,10,15168,83541
9393,2002,16129,1723,13,1,468515,0,300650,24,68369,64063
9394,2002,16130,2424,7,1,410842,0,2557,30,42280,196812
9395,2002,16131,1912,13,1,0,0,579354,17,27046,18415
9396,2002,16135,3420,8,1,296103,0,142925,22,50003,459236
9397,2002,16138,2811,9,1,1050605,0,212103,28,63384,145156
9398,2002,16148,2520,13,1,386717,0,176824,15,80670,101137
9399,2002,16150,2696,13,1,568000,0,465175,32,153710,112946
9400,2002,16152,2212,13,1,885085,0,483072,47,190959,73039
9401,2002,16155,1541,8,1,213300,0,89931,25,40285,73946
9402,2002,16156,1552,6,1,355242,48067,130252,13,41871,0
9403,2002,16158,2022,13,1,683067,0,253402,52,143530,104689
9404,2002,16160,2520,13,1,704000,0,165458,26,56260,160726
9405,2002,16162,1810,13,1,474718,0,138450,7,17005,42150
9406,2002,16163,3610,13,3,509108,0,155731,12,57836,23447
9407,2002,16165,1810,13,1,451424,0,127858,22,29649,2910
9408,2002,16166,2029,13,1,400773,0,332402,35,92333,6926
9409,2002,16171,1810,13,1,273731,0,240352,40,76581,296747
9410,2002,16172,2211,13,1,866008,0,705585,41,204000,11666
9411,2002,16173,1810,13,1,565345,0,198277,38,55200,25076
9412,2002,16176,2811,13,1,490727,0,134041,9,21459,4142
9413,2002,16177,2221,13,1,448416,0,251146,12,61177,34659
9414,2002,16179,2695,1,1,2162647,0,468511,65,298686,980959
9415,2002,16180,2811,8,1,1219362,0,548429,149,304794,99460
9416,2002,16181,1810,13,1,1553943,0,346026,10,22860,10725
9417,2002,16182,2109,13,1,320000,0,217533,27,69192,133383
9418,2002,16184,1512,10,2,1339434,1300854,889429,93,136956,388975
9419,2002,16186,2811,13,1,447062,0,218942,37,95701,29771
9420,2002,16187,1810,13,1,806869,0,349189,46,86861,74715
9421,2002,16191,2691,13,1,1110263,0,888275,54,243682,226422
9422,2002,16192,1920,9,1,451187,0,244914,32,64212,227089
9423,2002,16194,2899,5,1,119853,0,537311,59,330825,35987
9424,2002,16196,2899,1,1,0,0,18671,8,25316,36258
9425,2002,16198,2520,13,1,583966,33218,227019,26,73571,117196
9426,2002,16199,1513,6,1,410000,0,329312,25,32054,129126
9427,2002,16201,2520,13,1,870559,0,542254,44,118879,78850
9428,2002,16202,2221,13,1,376257,0,268095,36,138390,190549
9429,2002,16204,3150,13,1,1418142,0,493545,31,137552,5467
9430,2002,16206,1511,9,1,362131,0,94774,26,39177,19563
9431,2002,16208,3150,13,1,1171818,13108,257655,44,135771,46871
9432,2002,16210,3150,13,1,1097603,0,486024,48,210302,114638
9433,2002,16211,1511,9,1,382423,0,168920,22,51660,18009
9434,2002,16212,3599,13,1,589429,0,286605,23,74590,134993
9435,2002,16213,2221,13,1,462160,0,200150,17,52283,304092
9436,2002,16216,1541,13,1,1557696,0,1104048,29,147351,180803
9437,2002,16217,2221,4,1,419874,0,228608,21,50717,122374
9438,2002,16219,1810,13,1,491927,0,268743,74,176732,54619
9439,2002,16220,2811,13,1,587417,0,199723,32,88095,303017
9440,2002,16221,2811,5,1,146800,0,417540,56,192550,592738
9441,2002,16222,2109,13,1,1035184,0,601152,55,224623,384293
9442,2002,16225,2520,13,1,432603,0,191172,23,55593,129159
9443,2002,16226,2102,13,1,587055,0,815410,45,122991,109211
9444,2002,16227,2926,8,1,121812,0,272902,21,113127,47257
9445,2002,16228,1721,13,1,324280,0,68008,18,37151,84119
9446,2002,16230,1541,13,1,17639,0,30744,10,22681,0
9447,2002,16232,1511,13,1,274847,0,161612,12,42137,64540
9448,2002,16233,2710,13,1,58604,0,164340,8,39379,36131
9449,2002,16236,2221,13,1,366651,0,223438,16,65619,175491
9450,2002,16237,2219,13,1,547790,0,444296,16,112871,428927
9451,2002,16238,2922,2,1,0,0,733737,17,165349,154696
9452,2002,16240,1541,6,1,407440,0,177058,22,90579,122362
9453,2002,16241,1723,10,1,389144,0,646032,49,133609,316698
9454,2002,16244,1729,13,1,412476,0,165682,24,97601,130643
9455,2002,16245,2422,5,1,404628,0,156100,13,38570,0
9456,2002,16246,1810,13,1,520488,0,231793,29,57143,37096
9457,2002,16248,1541,13,1,323335,0,283563,25,113371,8027
9458,2002,16251,2899,6,1,448341,0,759478,54,116518,299363
9459,2002,16252,2811,4,1,0,0,775127,110,417120,582811
9460,2002,16257,2520,13,1,586239,0,193718,31,74582,93339
9461,2002,16258,2610,13,1,837425,0,743647,52,235224,503726
9462,2002,16262,2520,13,1,1719962,0,1123629,32,45715,584826
9463,2002,16263,2915,8,1,220030,0,37376,6,32140,21546
9464,2002,16264,3190,13,2,616372,17571,465108,24,113191,148289
9465,2002,16265,2211,13,1,1355379,29876,521950,73,296975,250770
9466,2002,16267,2423,13,1,3395747,338763,1659074,46,389235,180652
9467,2002,16269,2891,13,1,1367766,0,1468293,92,210245,406110
9468,2002,16273,1531,7,1,660824,0,-6603,16,53043,440715
9469,2002,16278,1810,13,1,532540,0,193450,5,29714,330842
9470,2002,16279,2021,7,1,732494,0,486153,6,24328,358606
9471,2002,16283,3610,13,1,824311,247293,639133,68,347185,128583
9472,2002,16287,1711,13,1,643604,0,309114,11,40213,48598
9473,2002,16288,2221,13,1,845913,0,510224,34,248088,16599
9474,2002,16292,2109,13,1,898448,0,685023,37,251109,617950
9475,2002,16294,1513,13,3,1295407,701284,539967,13,91841,385142
9476,2002,16296,2021,10,1,2675051,1525809,1340872,250,758130,"3,00E+06"
9477,2002,16298,3610,13,1,2756737,0,2376458,150,523490,104884
9478,2002,16300,3420,13,1,3223801,651024,2872091,84,568445,584085
9479,2002,16303,2520,8,1,378113,0,231760,20,95880,110169
9480,2002,16305,2919,13,1,354419,0,144560,20,49994,198506
9481,2002,16306,1541,8,1,580453,0,159037,39,114948,336627
9482,2002,16307,2230,13,2,3125558,5133,2403259,84,417408,"1,80E+06"
9483,2002,16308,2919,13,1,543459,2486,368995,26,186933,147010
9484,2002,16313,1513,13,1,287766,253233,32194,20,105396,639221
9485,2002,16315,2520,13,1,498573,0,165279,23,108034,186413
9486,2002,16316,1531,13,1,79825,0,519943,14,66712,4982
9487,2002,16318,1552,13,3,2749870,2493124,3872118,50,413423,"3,50E+06"
9488,2002,16321,2211,13,1,467136,0,425806,26,123664,464308
9489,2002,16322,2010,6,1,569920,0,109030,7,16054,234836
9490,2002,16324,1520,13,1,275279,0,284,19,61437,649270
9491,2002,16325,1541,13,1,2330355,0,1528434,108,249889,105393
9492,2002,16327,1552,8,1,402120,402120,174567,12,70587,243242
9493,2002,16332,1531,7,1,852333,0,317599,30,70927,1136
9494,2002,16333,2926,13,1,3109004,124360,1253877,32,194157,"1,10E+06"
9495,2002,16337,2221,13,1,1745198,0,1197235,59,397426,158702
9496,2002,16338,2924,13,1,367752,0,186593,15,70089,88801
9497,2002,16339,2221,13,3,1605179,1216515,1099001,124,317642,132269
9498,2002,16344,2022,13,1,855598,0,455342,75,263693,137291
9499,2002,16347,2023,7,1,1668888,0,619211,108,242934,175247
9500,2002,16348,2695,13,1,980791,0,755917,37,210121,117625
9501,2002,16352,3610,13,1,414406,0,225013,18,47082,12698
9502,2002,16356,1554,1,2,2510118,0,1329574,166,342177,"2,30E+06"
9503,2002,16360,1541,13,1,130879,0,88108,17,39774,10905
9504,2002,16362,1541,4,1,185048,0,106681,15,20985,183298
9505,2002,16363,2695,7,1,1136433,0,535630,9,78160,10220
9506,2002,16364,2695,7,1,423792,0,222607,5,38984,20661
9507,2002,16365,2695,6,1,1960401,0,881062,17,75877,320272
9508,2002,16366,2695,9,1,450225,0,225589,6,28744,0
9509,2002,16367,2695,10,1,587825,0,165099,5,22103,0
9510,2002,16368,2029,7,1,0,0,532819,234,460504,295
9511,2002,16369,2102,13,1,366374,0,278151,26,86285,425219
9512,2002,16372,2010,8,1,1732866,0,614998,71,188262,221631
9513,2002,16373,2102,13,1,16536400,0,4916488,197,869295,"7,20E+06"
9514,2002,16374,2021,13,1,72287,0,22590,7,11746,493
9515,2002,16376,2010,8,1,270783,0,89121,15,27940,59733
9516,2002,16377,1810,8,1,20176,0,9815,7,4849,3241
9517,2002,16379,2695,13,1,989853,0,728098,25,81593,585389
9518,2002,16380,2695,13,1,1030255,0,757819,26,159152,609282
9519,2002,16382,3610,13,1,123100,0,65731,5,8689,7751
9520,2002,16383,1511,13,1,279313,0,37689,14,18014,3970
9521,2002,16386,2930,13,1,158565,0,379816,54,171283,17791
9522,2002,16387,1541,13,1,269396,0,168605,29,85534,174668
9523,2002,16388,1511,13,1,96381,0,30969,12,15577,28806
9524,2002,16389,1531,5,1,5074318,0,415944,16,147323,"3,00E+06"
9525,2002,16390,2211,5,4,378172,0,156238,65,256245,398681
9526,2002,16391,2695,5,1,38193,0,76080,15,24667,53992
9527,2002,16392,2922,2,1,0,0,4152727,442,2359040,"1,40E+06"
9528,2002,16393,1512,5,1,181684,0,56939,10,34656,0
9529,2002,16395,3610,5,1,88872,0,37113,8,19981,21577
9530,2002,16396,2921,5,1,107100,0,73278,10,11702,4228
9531,2002,16397,1511,13,1,203628,0,27977,11,9393,0
9532,2002,16399,1512,12,1,2878645,0,402137,96,216898,198644
9533,2002,16400,1543,10,1,0,0,1442217,69,236043,378603
9534,2002,16401,1513,10,1,0,0,577514,150,434393,97666
9535,2002,16403,1551,13,1,0,0,214294,39,61123,7372
9536,2002,16404,1513,4,1,643268,128173,259477,70,103216,24596
9537,2002,16405,1513,7,1,14170915,14140414,6756157,316,1411563,"1,20E+07"
9538,2002,16410,1541,13,1,199776,0,92015,15,32737,14886
9539,2002,16412,1541,13,1,56638,0,26145,6,21996,18830
9540,2002,16413,1541,13,1,185250,0,80609,22,58361,6965
9541,2002,16414,1541,6,1,70495,0,19528,6,10402,0
9542,2002,16415,1541,13,1,128373,0,59377,15,42765,1186
9543,2002,16416,1541,7,1,488169,0,172986,30,73128,9384
9544,2002,16417,1541,13,1,74539,0,53068,9,28018,13848
9545,2002,16419,1541,9,1,124793,0,53422,12,16740,60278
9546,2002,16420,1541,7,1,105800,0,40554,10,17601,49339
9547,2002,16421,1541,13,1,108103,0,78597,20,43755,44537
9548,2002,16424,1541,13,1,240186,0,140148,25,70717,6108
9549,2002,16425,1513,7,3,259517,166212,96932,13,14611,12310
9550,2002,16427,1552,7,1,185299,13867,105247,11,17731,299919
9551,2002,16428,1552,6,1,865735,0,854429,29,95980,818791
9552,2002,16433,1554,7,1,0,0,50927,12,21557,56802
9553,2002,16435,1721,13,1,143369,0,115548,15,36300,8936
9554,2002,16437,1721,13,1,286264,0,119061,9,13943,28687
9555,2002,16438,1723,10,2,988514,139555,233197,24,145511,"1,90E+06"
9556,2002,16440,1723,10,2,50294,0,226104,25,152119,"1,20E+06"
9557,2002,16441,1729,13,1,216362,0,217282,15,47016,8190
9558,2002,16442,1810,13,1,46000,0,30503,7,30800,45586
9559,2002,16443,1711,13,1,99276,0,452727,17,44447,120830
9560,2002,16445,1810,13,1,362119,0,119422,16,42491,4053
9561,2002,16446,1810,13,1,87000,0,74163,28,26200,10669
9562,2002,16447,1810,7,1,17632,0,-14779,10,20541,9440
9563,2002,16448,1810,13,1,77285,0,37937,7,10622,0
9564,2002,16449,1810,13,1,88065,0,12420,11,34460,2046
9565,2002,16450,1810,13,1,46321,0,52220,10,9989,4065
9566,2002,16452,1810,13,1,1661705,0,1244467,20,76334,382271
9567,2002,16456,2021,7,1,0,0,168050,34,77463,701
9568,2002,16457,2029,13,1,221100,0,121922,13,42745,39513
9569,2002,16458,2023,7,1,110249,0,41602,14,35917,652
9570,2002,16459,2010,7,1,254077,0,83465,8,15071,54067
9571,2002,16460,2029,8,1,0,0,104332,40,90130,0
9572,2002,16461,2010,7,1,58,0,34589,9,25789,58718
9573,2002,16463,2021,9,1,458862,246824,110299,38,87249,69292
9574,2002,16464,2010,7,1,173603,0,54263,14,20340,49526
9575,2002,16465,2520,10,1,304447,0,131589,9,25632,403
9576,2002,16466,2520,13,1,405114,0,131306,15,66566,45735
9577,2002,16468,2029,13,1,83902,0,492,13,31048,23096
9578,2002,16470,2010,7,1,4948606,421591,2916357,412,1008246,653233
9579,2002,16471,2102,13,1,191575,0,66722,7,19712,13203
9580,2002,16472,2109,7,1,302873,0,262655,20,52368,78363
9581,2002,16473,2221,13,1,173559,0,78912,10,20707,21315
9582,2002,16474,2221,13,1,311426,0,226166,20,101132,17559
9583,2002,16475,2212,13,1,276278,0,189330,12,45521,78615
9584,2002,16476,2102,13,1,263154,0,135278,24,94908,46903
9585,2002,16477,2211,13,1,178039,0,131713,14,52610,68277
9586,2002,16478,2219,13,1,141867,0,122955,15,53118,9263
9587,2002,16479,2424,13,1,176873,0,69332,11,35628,46419
9588,2002,16480,2424,13,1,113725,0,303132,24,147616,59853
9589,2002,16487,2520,13,1,263588,0,101356,20,73522,50409
9590,2002,16488,2692,7,1,25824,0,85001,5,10878,51549
9591,2002,16490,2695,13,2,2278730,486222,624040,70,710508,"5,50E+06"
9592,2002,16492,2710,13,1,1044640,0,307415,28,120261,108110
9593,2002,16493,2811,13,1,1875618,0,652895,98,838588,"7,90E+06"
9594,2002,16494,2922,2,1,0,0,272744,42,217091,82909
9595,2002,16496,2811,13,1,500347,0,254831,11,52148,21277
9596,2002,16497,2811,6,1,337516,0,131923,16,39545,106891
9597,2002,16500,2912,13,1,250611,0,173458,22,82088,49858
9598,2002,16501,2899,7,1,0,0,1035919,52,170475,18181
9599,2002,16502,2926,8,1,128057,0,95162,13,48344,20538
9600,2002,16506,2811,13,1,355068,0,173638,21,69484,85545
9601,2002,16508,2899,13,1,370692,0,160461,7,22088,13959
9602,2002,16510,2930,9,1,231489,0,124893,16,29966,151518
9603,2002,16511,2899,13,1,156085,0,42970,12,41163,1968
9604,2002,16512,2924,3,1,0,0,275575,39,125559,286105
9605,2002,16513,2915,7,1,869247,0,324624,15,21586,"1,50E+06"
9606,2002,16514,2899,13,1,71788,0,91098,9,44767,22897
9607,2002,16517,2919,13,1,1040038,0,731370,25,160083,152593
9608,2002,16518,2921,4,1,0,0,22857,24,37426,0
9609,2002,16521,2922,2,1,0,0,1094679,91,757727,251902
9610,2002,16522,2915,7,1,0,0,122775,11,71572,6783
9611,2002,16523,2924,4,1,0,0,50409,9,59486,67017
9612,2002,16524,2899,13,2,385080,11395,166320,16,82022,235397
9613,2002,16525,3150,13,1,384776,0,114202,15,43900,23041
9614,2002,16527,3312,13,1,423201,0,452910,26,227918,42139
9615,2002,16528,3410,1,1,65575,0,85030,11,38331,21527
9616,2002,16531,3610,13,1,146837,0,80726,18,66681,19794
9617,2002,16532,3610,13,1,534730,0,531133,40,157782,2632
9618,2002,16533,2811,10,1,134496,0,48939,8,25085,5401
9619,2002,16534,3692,13,1,0,0,53310,28,60911,0
9620,2002,16535,3610,13,1,81030,0,10244,6,6968,2212
9621,2002,16538,2029,13,1,328384,0,71633,23,45533,9395
9622,2002,16540,3610,9,1,0,0,291391,65,203769,582
9623,2002,16541,3610,13,1,237650,0,71282,17,24120,0
9624,2002,16543,2029,13,1,88818,63813,43430,8,7968,47450
9625,2002,16545,3610,13,1,163594,0,154578,14,58436,10072
9626,2002,16546,3610,13,1,312760,0,95801,13,19927,6445
9627,2002,16549,2109,13,1,57351,0,447606,55,154514,106653
9628,2002,16555,3420,8,1,223337,0,66332,24,42404,76520
9629,2002,16556,1541,5,1,141272,0,49902,14,22681,125
9630,2002,16558,1541,5,1,78275,0,42102,15,27402,532
9631,2002,16559,2926,8,1,131014,0,122674,14,39935,25654
9632,2002,16560,3511,5,1,0,0,52903,11,53092,8978
9633,2002,16561,2010,8,1,227454,0,133598,47,93849,69530
9634,2002,16562,2695,8,1,301861,0,200826,38,67447,56741
9635,2002,16564,1541,1,1,110160,0,104895,24,36540,13574
9636,2002,16565,2922,2,1,0,0,252851,56,261984,94911
9637,2002,16566,1810,8,1,94654,0,34695,9,10893,4102
9638,2002,16567,3699,1,1,214847,0,51406,10,20937,15550
9639,2002,16568,1513,5,1,110542,0,104956,19,39043,91000
9640,2002,16569,1541,5,1,10611,0,3909,6,25987,8296
9641,2002,16570,1541,8,1,127395,0,38714,15,20024,3461
9642,2002,16572,1541,5,1,177243,0,118853,20,47863,90822
9643,2002,16573,2913,8,1,93860,0,61562,10,35952,10590
9644,2002,16575,1810,8,1,114306,0,-10557,17,16156,3500
9645,2002,16576,1541,8,1,206223,0,68280,25,60973,0
9646,2002,16577,1541,8,1,177581,0,102234,11,36631,0
9647,2002,16578,2219,8,1,107184,0,65647,10,22214,3703
9648,2002,16579,1541,5,1,69597,0,29821,16,19791,6250
9649,2002,16580,3691,13,1,353397,47899,268602,18,42386,26699
9650,2002,16581,2211,5,1,138999,0,94468,10,36349,21576
9651,2002,16583,1541,5,1,303108,0,178445,30,87630,42782
9652,2002,16584,2813,2,1,0,0,1069697,38,219344,366575
9653,2002,16586,2926,8,1,127148,0,133141,57,95958,790
9654,2002,16588,2010,8,1,59590,0,31314,11,17681,59868
9655,2002,16589,1541,5,1,162997,0,93707,18,38350,104393
9656,2002,16590,1513,5,1,112436,0,39222,8,12300,19110
9657,2002,16591,1541,8,1,109544,0,67656,15,26849,81083
9658,2002,16592,2520,2,1,414141,0,204064,54,144452,541940
9659,2002,16593,1541,5,1,131114,0,29512,12,22073,17573
9660,2002,16594,2221,8,1,134112,0,90624,15,42272,186481
9661,2002,16595,2926,8,1,160864,0,93548,9,19423,153152
9662,2002,16596,1541,5,1,45985,0,12109,10,15158,11108
9663,2002,16598,3430,8,1,248580,0,157979,15,55630,26533
9664,2002,16599,2929,8,1,1125299,0,711336,72,349456,537671
9665,2002,16601,2922,2,1,0,0,1199589,88,585071,594480
9666,2002,16603,1513,5,1,650589,62709,254687,21,86381,369257
9667,2002,16605,3430,2,1,272551,0,123645,14,80810,241768
9668,2002,16606,2925,1,1,0,0,149155,15,52708,60305
9669,2002,16608,2922,2,1,0,0,261951,6,62037,160334
9670,2002,16610,1721,8,1,0,0,65302,28,44687,4831
9671,2002,16612,1552,4,1,251740,232309,158172,12,17045,753318
9672,2002,16615,1511,8,1,210633,0,79550,8,12659,15184
9673,2002,16617,1541,5,1,202691,0,107103,18,51167,35722
9674,2002,16619,1512,5,1,783052,571300,366112,27,89892,29923
9675,2002,16620,2221,1,1,69121,0,38063,11,30637,20316
9676,2002,16621,2211,5,1,106015,0,35257,13,18465,0
9677,2002,16622,2915,8,1,216787,0,44868,15,61603,3938
9678,2002,16623,2929,8,1,87388,0,97936,14,55830,6339
9679,2002,16624,1541,5,1,273354,0,128670,22,43277,56363
9680,2002,16630,1541,5,1,125656,0,36361,10,14500,9738
9681,2002,16633,2899,8,1,13872,0,13658,9,9977,313
9682,2002,16634,1552,7,1,123733,104216,-96208,12,87172,541653
9683,2002,16635,1810,13,1,1718854,0,1014023,191,587348,157567
9684,2002,16636,1810,13,1,131793,0,49207,13,22432,4842
9685,2002,16637,3312,13,1,563142,0,442909,26,157032,17479
9686,2002,16638,1549,13,2,266891,266891,3275,18,52667,31880
9687,2002,16639,2102,13,2,2227838,151571,1753188,56,496971,"4,30E+06"
9688,2002,16642,2899,13,1,231958,0,97775,15,50179,73516
9689,2002,16643,2899,13,1,256062,0,475663,18,78919,52588
9690,2002,16644,2520,13,1,356258,0,158098,22,83997,620625
9691,2002,16645,3610,13,1,302465,0,81580,24,29847,33699
9692,2002,16646,2222,13,1,174780,0,143989,13,44831,14891
9693,2002,16649,2926,13,1,0,0,82967,12,76643,0
9694,2002,16650,2520,13,1,566938,0,411378,16,79954,70506
9695,2002,16652,2520,13,1,860682,0,389290,42,150802,379959
9696,2002,16653,3430,13,1,356676,0,111896,28,123718,156772
9697,2002,16654,3610,13,1,271847,0,269887,26,80609,11733
9698,2002,16655,2221,13,1,190111,0,135054,14,42071,81360
9699,2002,16656,1541,13,1,690309,0,224077,21,85323,82718
9700,2002,16659,1810,13,1,5998166,0,5537081,157,965823,353103
9701,2002,16660,1543,13,1,91222,70000,114628,14,49023,375252
9702,2002,16661,2424,13,1,688203,0,1759459,60,315615,"1,20E+06"
9703,2002,16662,2923,13,1,0,0,156701,36,138957,12144
9704,2002,16663,2899,13,1,337834,0,225473,24,78930,600573
9705,2002,16664,2921,13,1,949075,513480,470535,45,333057,227764
9706,2002,16665,1520,13,1,1234994,0,964357,48,90277,213287
9707,2002,16666,1810,13,1,1437124,0,362665,39,91837,213021
9708,2002,16667,1810,13,1,116424,0,80586,11,38467,3133
9709,2002,16669,2811,13,1,132338,0,45073,9,19724,11436
9710,2002,16670,2921,13,1,197962,0,68948,13,30239,53395
9711,2002,16671,2520,13,1,99243,0,89325,8,42578,8675
9712,2002,16672,2811,13,1,121314,0,45895,11,16784,27563
9713,2002,16673,3699,13,1,91455,0,150142,10,54816,8386
9714,2002,16674,2811,13,1,112495,0,414823,9,59580,13975
9715,2002,16675,1541,13,1,166836,0,92943,21,47986,17845
9716,2002,16676,2922,13,1,433889,0,399498,31,163816,103003
9717,2002,16678,1810,13,1,228894,0,150990,10,53334,16233
9718,2002,16680,1511,13,1,522809,0,226558,21,100745,114020
9719,2002,16682,2423,13,1,254098,0,69341,9,38478,13504
9720,2002,16683,2693,13,1,0,0,168374,25,87342,143067
9721,2002,16684,2930,13,1,141083,0,92263,11,23426,28357
9722,2002,16685,1911,13,1,673817,67904,586604,29,90151,364374
9723,2002,16686,2010,13,1,500165,0,293927,34,113607,31513
9724,2002,16687,2891,13,1,0,0,82259,8,24215,53270
9725,2002,16690,1729,13,1,1012243,0,772403,27,208800,3894
9726,2002,16691,2812,13,1,237142,0,219494,15,69333,23188
9727,2002,16692,2221,13,1,201691,0,83350,12,50097,18142
9728,2002,16693,3610,13,1,762171,0,308420,38,122186,144161
9729,2002,16694,2424,13,3,246292,0,173820,9,85250,20866
9730,2002,16695,2109,13,2,2515751,0,1586790,15,121304,"2,10E+06"
9731,2002,16696,1511,13,1,584735,0,147666,30,106532,7484
9732,2002,16697,3311,13,1,58459,0,54652,15,67809,113391
9733,2002,16701,2811,13,1,108447,0,38031,10,42326,2873
9734,2002,16703,2221,13,1,356931,0,221381,30,107047,182914
9735,2002,16704,1810,13,1,163059,0,118686,22,36400,5262
9736,2002,16706,1810,13,1,889951,308289,209064,19,34661,17991
9737,2002,16707,3691,13,1,83955,8393,51098,7,27798,112862
9738,2002,16708,2899,13,2,2631581,0,973673,41,208299,905418
9739,2002,16709,2812,13,1,3748328,0,2891944,169,1308469,"1,20E+06"
9740,2002,16711,2899,13,1,2072120,22186,1589129,62,460700,447389
9741,2002,16712,2520,13,1,889739,0,533477,36,212215,480362
9742,2002,16713,2915,13,1,331024,0,249845,42,122514,178314
9743,2002,16714,2899,13,1,169329,0,122005,14,65733,37311
9744,2002,16715,2892,13,1,253566,0,269049,11,44035,68594
9745,2002,16716,2211,13,1,429594,0,151140,26,80073,19779
9746,2002,16717,1541,13,1,220739,0,195139,26,42114,18224
9747,2002,16718,2211,13,1,277631,0,51457,12,27684,30784
9748,2002,16719,2520,13,1,130499,0,125790,23,28337,32229
9749,2002,16720,1541,13,1,697729,0,267806,58,120489,111926
9750,2002,16722,2930,13,1,2282576,0,1792768,55,233313,375631
9751,2002,16723,3210,13,1,107289,0,92640,14,47429,60696
9752,2002,16724,1541,13,1,109019,0,71742,15,39546,9064
9753,2002,16727,1721,13,1,575866,0,251912,14,45104,78275
9754,2002,16728,1541,13,1,230783,0,65008,13,19377,19054
9755,2002,16731,1810,13,1,9988,0,24188,11,19257,21116
9756,2002,16732,1810,13,1,294389,0,211766,8,30018,35584
9757,2002,16734,2023,13,1,4223914,2609047,2874703,45,240659,665917
9758,2002,16736,2221,13,1,283678,0,154845,17,80222,90368
9759,2002,16737,1552,13,3,1516933,1454496,1201598,55,245640,"2,10E+06"
9760,2002,16738,2221,13,1,357701,0,187066,25,102752,61587
9761,2002,16739,1549,13,1,365805,0,292719,17,71319,159810
9762,2002,16740,1723,13,1,0,0,54538,12,31669,19820
